product_id,product_name,category,category_1,category_2,category_3,actual_price,discount_price,discount_percentage,rating,rating_count
B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,2999.00,547,82,4.3,407
B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,699.00,259,63,3.8,2399
B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,699.00,239,66,4.4,2640
B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,999.00,349,65,4,839
B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,599.00,467,22,4.4,44054
B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,599.00,449,25,4,3231
B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,31990.00,11990,63,4.2,64
B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,599.00,350,42,3.9,8314
B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,252,75,3.7,2249
B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,599.00,204,66,3.6,339
B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,599.00,235,61,3.5,197
B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,800.00,299,63,4.5,74977
B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1999.00,799,60,4.2,8583
B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,999.00,299,70,3.8,928
B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,16990.00,6999,59,3.8,110
B095JQVC7N,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,59999.00,42999,28,4.1,6753
B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,"HomeTheater,TV&Video",Accessories,Cables,999.00,173,83,4.3,1237
B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,HomeAudio,Accessories,Adapters,600.00,209,65,4.4,18872
B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1490.00,848.99,43,3.9,356
B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1999.00,649,68,4.2,24269
B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,899.00,299,67,3.8,425
B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",799.00,399,50,4.1,1161
B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,499.00,249,50,4.1,1508
B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,Electronics,"HomeTheater,TV&Video",SatelliteEquipment,SatelliteReceivers,2299.00,1249,46,4.3,7636
B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,499.00,213,57,3.7,246
B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,499.00,209,58,4,479
B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,"HomeTheater,TV&Video",Accessories,Cables,4999.00,598,88,4.2,910
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1749.00,799,54,4.1,5626
B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,595.00,159,73,4.3,14184
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1100.00,499,55,4.4,25177
B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,49999.00,31999,36,4.3,21252
B09NNGHG22,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,56790.00,32990,42,4.3,567
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,1199.00,299,75,3.5,466
B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,549.00,128.31,77,3.9,61
B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,849.00,599,29,4.5,474
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,899.00,399,56,3.4,431
B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1099.00,449,59,4,242
B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,799.00,254,68,4,2905
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,"HomeTheater,TV&Video",Accessories,Cables,795.00,399,50,4.4,12091
B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,399.00,179,55,4,1423
B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,339,66,4.3,6255
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",999.00,399,60,4,1236
B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,399.00,199,50,4.2,1335
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,1999.00,349,83,3.8,197
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,798.00,299,63,4.4,28791
B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,800.00,89,89,3.9,1075
B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,995.00,549,45,4.2,29746
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1000.00,129,87,3.9,295
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,139900.00,77990,44,4.7,5935
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,799.00,349,56,3.6,323
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,899.00,499,44,3.7,185
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,799.00,299,63,4.2,2117
B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,599.00,182,70,4,9378
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",399.00,96,76,3.6,1796
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,85000.00,54990,35,4.3,3587
B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,758.00,439,42,4.2,4296
B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,299,70,4.3,2651
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,799.00,299,63,4.2,94363
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1999.00,789,61,4.2,34540
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,"HomeTheater,TV&Video",Accessories,Cables,700.00,299,57,4.4,8714
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1099.00,325,70,4.2,10576
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1999.00,1299,35,4.4,7318
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,1999.00,790,60,3,103
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,HomeAudio,MediaStreamingDevices,StreamingClients,4699.00,4699,0,4.5,224
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,24990.00,18999,24,4.3,4702
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,199,80,4.2,85
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,650.00,269,59,4.4,35877
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,HomeAudio,Speakers,TowerSpeakers,3999.00,2299,43,3.8,282
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,49990.00,35999,28,4.3,1611
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,999.00,349,65,4.2,513
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1499.00,719,52,4.1,1045
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,18999.00,8999,53,4,6347
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,"HomeTheater,TV&Video",SatelliteEquipment,SatelliteReceivers,2299.00,917,60,4.2,3300
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,999.00,399,60,3.3,23
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,69900.00,45999,34,4.3,7109
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,299.00,119,60,3.8,51
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,29999.00,21999,27,4.2,32840
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,599.00,299,50,3.7,708
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,34990.00,21990,37,4.3,1657
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,670.00,417.44,38,3.9,523
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,79990.00,47990,40,4.3,1376
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,499.00,215,57,3.5,121
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,800.00,99,88,3.9,1075
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,35000.00,18999,46,4,1001
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,249,75,4.3,112
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,15999.00,7999,50,3.8,3022
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1600.00,649,59,4.3,5451
B09TY4MSH3,Firestick Remote,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,2499.00,1289,48,3.3,73
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,1500.00,609,59,4.5,1029
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,54990.00,32990,40,4.1,1555
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,"HomeTheater,TV&Video",Accessories,Cables,1999.00,599,70,4.2,47
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,899.00,349,61,4.1,14896
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,50999.00,29999,41,4.4,1712
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,399.00,199,50,4.2,1335
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,699.00,349,50,3.9,214
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",4500.00,1850,59,4,184
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,449.00,129,71,3.7,41
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,999.00,379,62,4.2,12153
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,"HomeTheater,TV&Video",Accessories,Cables,499.00,185,63,4.2,25
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,999.00,218,78,4.2,163
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,199,80,4.3,87
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,"HomeTheater,TV&Video",Accessories,Cables,900.00,499,45,4.4,2165
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,42999.00,26999,37,4.2,1510
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",1052.00,893,15,4.3,106
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,19990.00,10990,45,3.7,129
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,1099.00,379,66,4.3,3049
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,25999.00,16999,35,4.2,32840
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,1899.00,699,63,4.4,390
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,"HomeTheater,TV&Video",Accessories,3DGlasses,3500.00,2699,23,3.5,621
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,599.00,129,78,4.1,265
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,999.00,389,61,4.3,838
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,600.00,246,59,4.2,143
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,799.00,299,63,4,151
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,399.00,247,38,3.9,200
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,2999.00,1369,54,3.3,227
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,499.00,199,60,3.8,538
